"","edad","sexo","year","poblacion"
"1479",32,"Hombres",2010,428768
"1480",32,"Mujeres",2010,398262
"1481",33,"Hombres",2010,435404
"1482",33,"Mujeres",2010,405995
"1483",34,"Hombres",2010,432981
"1484",34,"Mujeres",2010,401620
"1485",35,"Hombres",2010,428245
"1486",35,"Mujeres",2010,399416
"1487",36,"Hombres",2010,416810
"1488",36,"Mujeres",2010,388633
"1489",37,"Hombres",2010,414601
"1490",37,"Mujeres",2010,386898
"1491",38,"Hombres",2010,405483
"1492",38,"Mujeres",2010,381005
"1493",39,"Hombres",2010,400867
"1494",39,"Mujeres",2010,376315
"1495",40,"Hombres",2010,393300
"1496",40,"Mujeres",2010,373956
"1497",41,"Hombres",2010,389928
"1498",41,"Mujeres",2010,371463
"1499",42,"Hombres",2010,388920
"1500",42,"Mujeres",2010,374272
"1501",43,"Hombres",2010,378046
"1502",43,"Mujeres",2010,364454
"1503",44,"Hombres",2010,373185
"1504",44,"Mujeres",2010,363534
"1505",45,"Hombres",2010,377001
"1506",45,"Mujeres",2010,368553
"1507",46,"Hombres",2010,358058
"1508",46,"Mujeres",2010,351104
"1509",47,"Hombres",2010,344764
"1510",47,"Mujeres",2010,340396
"1511",48,"Hombres",2010,335233
"1512",48,"Mujeres",2010,333169
"1513",49,"Hombres",2010,336597
"1514",49,"Mujeres",2010,335128
"1515",50,"Hombres",2010,326057
"1516",50,"Mujeres",2010,326328
"1517",51,"Hombres",2010,317931
"1518",51,"Mujeres",2010,319575
"1519",52,"Hombres",2010,308762
"1520",52,"Mujeres",2010,311899
"1521",53,"Hombres",2010,287351
"1522",53,"Mujeres",2010,291337
"1523",54,"Hombres",2010,277895
"1524",54,"Mujeres",2010,282819
"1525",55,"Hombres",2010,263050
"1526",55,"Mujeres",2010,271018
"1527",56,"Hombres",2010,263593
"1528",56,"Mujeres",2010,270005
"1529",57,"Hombres",2010,262282
"1530",57,"Mujeres",2010,268412
"1531",58,"Hombres",2010,243477
"1532",58,"Mujeres",2010,252139
"1533",59,"Hombres",2010,237385
"1534",59,"Mujeres",2010,246862
"1535",60,"Hombres",2010,244366
"1536",60,"Mujeres",2010,258196
"1537",61,"Hombres",2010,255537
"1538",61,"Mujeres",2010,270201
"1539",62,"Hombres",2010,232596
"1540",62,"Mujeres",2010,247474
"1541",63,"Hombres",2010,220433
"1542",63,"Mujeres",2010,237921
"1543",64,"Hombres",2010,229593
"1544",64,"Mujeres",2010,248930
"1545",65,"Hombres",2010,217663
"1546",65,"Mujeres",2010,237374
"1547",66,"Hombres",2010,213568
"1548",66,"Mujeres",2010,233720
"1549",67,"Hombres",2010,183666
"1550",67,"Mujeres",2010,201885
"1551",68,"Hombres",2010,168159
"1552",68,"Mujeres",2010,186066
"1553",69,"Hombres",2010,203289
"1554",69,"Mujeres",2010,229555
"1555",70,"Hombres",2010,132565
"1556",70,"Mujeres",2010,155379
"1557",71,"Hombres",2010,149571
"1558",71,"Mujeres",2010,175425
"1559",72,"Hombres",2010,164456
"1560",72,"Mujeres",2010,196096
"1561",73,"Hombres",2010,174653
"1562",73,"Mujeres",2010,216142
"1563",74,"Hombres",2010,167433
"1564",74,"Mujeres",2010,206854
"1565",75,"Hombres",2010,161494
"1566",75,"Mujeres",2010,204400
"1567",76,"Hombres",2010,160316
"1568",76,"Mujeres",2010,207630
"1569",77,"Hombres",2010,152705
"1570",77,"Mujeres",2010,202599
"1571",78,"Hombres",2010,139678
"1572",78,"Mujeres",2010,188841
"1573",79,"Hombres",2010,132176
"1574",79,"Mujeres",2010,187950
"1575",80,"Hombres",2010,118338
"1576",80,"Mujeres",2010,172315
"1577",81,"Hombres",2010,109022
"1578",81,"Mujeres",2010,165875
"1579",82,"Hombres",2010,94906
"1580",82,"Mujeres",2010,149163
"1581",83,"Hombres",2010,86865
"1582",83,"Mujeres",2010,142928
"1583",84,"Hombres",2010,74745
"1584",84,"Mujeres",2010,129030
"1585",85,"Hombres",2010,65601
"1586",85,"Mujeres",2010,118817
"1587",86,"Hombres",2010,56911
"1588",86,"Mujeres",2010,105553
"1589",87,"Hombres",2010,47467
"1590",87,"Mujeres",2010,96379
"1591",88,"Hombres",2010,39113
"1592",88,"Mujeres",2010,78650
"1593",89,"Hombres",2010,29073
"1594",89,"Mujeres",2010,67144
"1595",90,"Hombres",2010,20521
"1596",90,"Mujeres",2010,50334
"1597",91,"Hombres",2010,16223
"1598",91,"Mujeres",2010,42992
"1599",92,"Hombres",2010,12331
"1600",92,"Mujeres",2010,33993
"1601",93,"Hombres",2010,9494
"1602",93,"Mujeres",2010,26922
"1603",94,"Hombres",2010,7135
"1604",94,"Mujeres",2010,21495
"1605",95,"Hombres",2010,5207
"1606",95,"Mujeres",2010,16766
"1607",96,"Hombres",2010,3753
"1608",96,"Mujeres",2010,12246
"1609",97,"Hombres",2010,2667
"1610",97,"Mujeres",2010,8955
"1611",98,"Hombres",2010,1613
"1612",98,"Mujeres",2010,5715
"1613",99,"Hombres",2010,1058
"1614",99,"Mujeres",2010,3951
"1615",100,"Hombres",2010,1703
"1616",100,"Mujeres",2010,6123
"1617",0,"Hombres",2009,268221
"1618",0,"Mujeres",2009,251304
"1619",1,"Hombres",2009,256772
"1620",1,"Mujeres",2009,241422
"1621",2,"Hombres",2009,254729
"1622",2,"Mujeres",2009,239389
"1623",3,"Hombres",2009,248895
"1624",3,"Mujeres",2009,235513
"1625",4,"Hombres",2009,246842
"1626",4,"Mujeres",2009,232330
"1627",5,"Hombres",2009,241893
"1628",5,"Mujeres",2009,229572
"1629",6,"Hombres",2009,232714
"1630",6,"Mujeres",2009,219844
"1631",7,"Hombres",2009,230399
"1632",7,"Mujeres",2009,219278
"1633",8,"Hombres",2009,230152
"1634",8,"Mujeres",2009,216202
"1635",9,"Hombres",2009,223146
"1636",9,"Mujeres",2009,211949
"1637",10,"Hombres",2009,217683
"1638",10,"Mujeres",2009,204642
"1639",11,"Hombres",2009,217057
"1640",11,"Mujeres",2009,205916
"1641",12,"Hombres",2009,214269
"1642",12,"Mujeres",2009,203923
"1643",13,"Hombres",2009,214991
"1644",13,"Mujeres",2009,203288
"1645",14,"Hombres",2009,217842
"1646",14,"Mujeres",2009,205145
"1647",15,"Hombres",2009,226560
"1648",15,"Mujeres",2009,213252
"1649",16,"Hombres",2009,234684
"1650",16,"Mujeres",2009,221330
"1651",17,"Hombres",2009,235789
"1652",17,"Mujeres",2009,220628
"1653",18,"Hombres",2009,240544
"1654",18,"Mujeres",2009,226298
"1655",19,"Hombres",2009,249059
"1656",19,"Mujeres",2009,235208
"1657",20,"Hombres",2009,257662
"1658",20,"Mujeres",2009,245247
"1659",21,"Hombres",2009,266725
"1660",21,"Mujeres",2009,255068
"1661",22,"Hombres",2009,277815
"1662",22,"Mujeres",2009,267450
"1663",23,"Hombres",2009,293421
"1664",23,"Mujeres",2009,281209
"1665",24,"Hombres",2009,309197
"1666",24,"Mujeres",2009,297007
"1667",25,"Hombres",2009,324584
"1668",25,"Mujeres",2009,310248
"1669",26,"Hombres",2009,348395
"1670",26,"Mujeres",2009,331164
"1671",27,"Hombres",2009,368375
"1672",27,"Mujeres",2009,347456
"1673",28,"Hombres",2009,389960
"1674",28,"Mujeres",2009,365948
"1675",29,"Hombres",2009,402540
"1676",29,"Mujeres",2009,377560
"1677",30,"Hombres",2009,423224
"1678",30,"Mujeres",2009,393151
"1679",31,"Hombres",2009,430251
"1680",31,"Mujeres",2009,397063
"1681",32,"Hombres",2009,436821
"1682",32,"Mujeres",2009,405127
"1683",33,"Hombres",2009,434297
"1684",33,"Mujeres",2009,400761
"1685",34,"Hombres",2009,429451
"1686",34,"Mujeres",2009,398425
"1687",35,"Hombres",2009,417780
"1688",35,"Mujeres",2009,387742
"1689",36,"Hombres",2009,415492
"1690",36,"Mujeres",2009,385772
"1691",37,"Hombres",2009,406300
"1692",37,"Mujeres",2009,380014
"1693",38,"Hombres",2009,401887
"1694",38,"Mujeres",2009,375374
"1695",39,"Hombres",2009,394137
"1696",39,"Mujeres",2009,372815
"1697",40,"Hombres",2009,390640
"1698",40,"Mujeres",2009,370587
"1699",41,"Hombres",2009,389538
"1700",41,"Mujeres",2009,373407
"1701",42,"Hombres",2009,378676
"1702",42,"Mujeres",2009,363809
"1703",43,"Hombres",2009,373672
"1704",43,"Mujeres",2009,362835
"1705",44,"Hombres",2009,377601
"1706",44,"Mujeres",2009,367954
"1707",45,"Hombres",2009,358747
"1708",45,"Mujeres",2009,350570
"1709",46,"Hombres",2009,345621
"1710",46,"Mujeres",2009,340078
"1711",47,"Hombres",2009,336026
"1712",47,"Mujeres",2009,332790
"1713",48,"Hombres",2009,337446
"1714",48,"Mujeres",2009,334992
"1715",49,"Hombres",2009,326942
"1716",49,"Mujeres",2009,326372
"1717",50,"Hombres",2009,318770
"1718",50,"Mujeres",2009,319547
"1719",51,"Hombres",2009,309684
"1720",51,"Mujeres",2009,311991
"1721",52,"Hombres",2009,288336
"1722",52,"Mujeres",2009,291491
"1723",53,"Hombres",2009,278990
"1724",53,"Mujeres",2009,282988
"1725",54,"Hombres",2009,264155
"1726",54,"Mujeres",2009,271213
"1727",55,"Hombres",2009,264979
"1728",55,"Mujeres",2009,270215
"1729",56,"Hombres",2009,263559
"1730",56,"Mujeres",2009,268767
"1731",57,"Hombres",2009,244812
"1732",57,"Mujeres",2009,252385
"1733",58,"Hombres",2009,238754
"1734",58,"Mujeres",2009,247286
"1735",59,"Hombres",2009,245763
"1736",59,"Mujeres",2009,258527
"1737",60,"Hombres",2009,257033
"1738",60,"Mujeres",2009,270491
"1739",61,"Hombres",2009,234239
"1740",61,"Mujeres",2009,247898
"1741",62,"Hombres",2009,222176
"1742",62,"Mujeres",2009,238516
"1743",63,"Hombres",2009,231597
"1744",63,"Mujeres",2009,249660
"1745",64,"Hombres",2009,219441
"1746",64,"Mujeres",2009,238150
"1747",65,"Hombres",2009,215856
"1748",65,"Mujeres",2009,234576
"1749",66,"Hombres",2009,185860
"1750",66,"Mujeres",2009,202878
"1751",67,"Hombres",2009,170495
"1752",67,"Mujeres",2009,187062
"1753",68,"Hombres",2009,206560
"1754",68,"Mujeres",2009,231009
"1755",69,"Hombres",2009,135037
"1756",69,"Mujeres",2009,156571
"1757",70,"Hombres",2009,152458
"1758",70,"Mujeres",2009,176933
"1759",71,"Hombres",2009,168127
"1760",71,"Mujeres",2009,198033
"1761",72,"Hombres",2009,179074
"1762",72,"Mujeres",2009,218911
"1763",73,"Hombres",2009,172171
"1764",73,"Mujeres",2009,209544
"1765",74,"Hombres",2009,166657
"1766",74,"Mujeres",2009,207520
"1767",75,"Hombres",2009,166119
"1768",75,"Mujeres",2009,211216
"1769",76,"Hombres",2009,158857
"1770",76,"Mujeres",2009,206640
"1771",77,"Hombres",2009,146060
"1772",77,"Mujeres",2009,193115
"1773",78,"Hombres",2009,138930
"1774",78,"Mujeres",2009,193115
"1775",79,"Hombres",2009,125080
"1776",79,"Mujeres",2009,177963
"1777",80,"Hombres",2009,116148
"1778",80,"Mujeres",2009,172219
"1779",81,"Hombres",2009,102093
"1780",81,"Mujeres",2009,155726
"1781",82,"Hombres",2009,94148
"1782",82,"Mujeres",2009,150082
"1783",83,"Hombres",2009,81570
"1784",83,"Mujeres",2009,136679
"1785",84,"Hombres",2009,72429
"1786",84,"Mujeres",2009,126823
"1787",85,"Hombres",2009,63585
"1788",85,"Mujeres",2009,113901
"1789",86,"Hombres",2009,53928
"1790",86,"Mujeres",2009,105236
"1791",87,"Hombres",2009,45020
"1792",87,"Mujeres",2009,86928
"1793",88,"Hombres",2009,34133
"1794",88,"Mujeres",2009,75518
"1795",89,"Hombres",2009,24581
"1796",89,"Mujeres",2009,57483
"1797",90,"Hombres",2009,19614
"1798",90,"Mujeres",2009,50002
"1799",91,"Hombres",2009,15273
"1800",91,"Mujeres",2009,40268
"1801",92,"Hombres",2009,12004
"1802",92,"Mujeres",2009,32375
"1803",93,"Hombres",2009,9211
"1804",93,"Mujeres",2009,26304
"1805",94,"Hombres",2009,6849
"1806",94,"Mujeres",2009,21068
"1807",95,"Hombres",2009,4997
"1808",95,"Mujeres",2009,15796
"1809",96,"Hombres",2009,3625
"1810",96,"Mujeres",2009,11690
"1811",97,"Hombres",2009,2209
"1812",97,"Mujeres",2009,7736
"1813",98,"Hombres",2009,1524
"1814",98,"Mujeres",2009,5416
"1815",99,"Hombres",2009,968
"1816",99,"Mujeres",2009,3487
"1817",100,"Hombres",2009,1532
"1818",100,"Mujeres",2009,5363
"1819",0,"Hombres",2008,254589
"1820",0,"Mujeres",2008,239328
"1821",1,"Hombres",2008,252739
"1822",1,"Mujeres",2008,237407
"1823",2,"Hombres",2008,246660
"1824",2,"Mujeres",2008,233568
"1825",3,"Hombres",2008,244702
"1826",3,"Mujeres",2008,230352
"1827",4,"Hombres",2008,240062
"1828",4,"Mujeres",2008,227842
"1829",5,"Hombres",2008,230668
"1830",5,"Mujeres",2008,218059
"1831",6,"Hombres",2008,228376
"1832",6,"Mujeres",2008,217736
"1833",7,"Hombres",2008,227345
"1834",7,"Mujeres",2008,213930
"1835",8,"Hombres",2008,220217
"1836",8,"Mujeres",2008,209330
"1837",9,"Hombres",2008,214793
"1838",9,"Mujeres",2008,202171
"1839",10,"Hombres",2008,213839
"1840",10,"Mujeres",2008,202915
"1841",11,"Hombres",2008,211058
"1842",11,"Mujeres",2008,200920
"1843",12,"Hombres",2008,211983
"1844",12,"Mujeres",2008,200661
"1845",13,"Hombres",2008,214778
"1846",13,"Mujeres",2008,202577
"1847",14,"Hombres",2008,223268
"1848",14,"Mujeres",2008,210498
"1849",15,"Hombres",2008,230946
"1850",15,"Mujeres",2008,218323
"1851",16,"Hombres",2008,231481
"1852",16,"Mujeres",2008,217202
"1853",17,"Hombres",2008,235356
"1854",17,"Mujeres",2008,221565
"1855",18,"Hombres",2008,244251
"1856",18,"Mujeres",2008,229610
"1857",19,"Hombres",2008,252166
"1858",19,"Mujeres",2008,238727
"1859",20,"Hombres",2008,260817
"1860",20,"Mujeres",2008,248115
"1861",21,"Hombres",2008,271672
"1862",21,"Mujeres",2008,260134
"1863",22,"Hombres",2008,286805
"1864",22,"Mujeres",2008,273941
"1865",23,"Hombres",2008,302490
"1866",23,"Mujeres",2008,289313
"1867",24,"Hombres",2008,317191
"1868",24,"Mujeres",2008,302882
"1869",25,"Hombres",2008,341372
"1870",25,"Mujeres",2008,323951
"1871",26,"Hombres",2008,361897
"1872",26,"Mujeres",2008,340893
"1873",27,"Hombres",2008,383551
"1874",27,"Mujeres",2008,359771
"1875",28,"Hombres",2008,396955
"1876",28,"Mujeres",2008,371816
"1877",29,"Hombres",2008,418222
"1878",29,"Mujeres",2008,387755
"1879",30,"Hombres",2008,425096
"1880",30,"Mujeres",2008,392199
"1881",31,"Hombres",2008,432378
"1882",31,"Mujeres",2008,400686
"1883",32,"Hombres",2008,429962
"1884",32,"Mujeres",2008,396777
"1885",33,"Hombres",2008,425616
"1886",33,"Mujeres",2008,394258
"1887",34,"Hombres",2008,414468
"1888",34,"Mujeres",2008,383943
"1889",35,"Hombres",2008,412022
"1890",35,"Mujeres",2008,382139
"1891",36,"Hombres",2008,403352
"1892",36,"Mujeres",2008,376406
"1893",37,"Hombres",2008,398926
"1894",37,"Mujeres",2008,372010
"1895",38,"Hombres",2008,391367
"1896",38,"Mujeres",2008,369342
"1897",39,"Hombres",2008,388288
"1898",39,"Mujeres",2008,367489
"1899",40,"Hombres",2008,387170
"1900",40,"Mujeres",2008,370568
"1901",41,"Hombres",2008,376305
"1902",41,"Mujeres",2008,361235
"1903",42,"Hombres",2008,371842
"1904",42,"Mujeres",2008,360422
"1905",43,"Hombres",2008,375980
"1906",43,"Mujeres",2008,365813
"1907",44,"Hombres",2008,357448
"1908",44,"Mujeres",2008,348548
"1909",45,"Hombres",2008,344435
"1910",45,"Mujeres",2008,338275
"1911",46,"Hombres",2008,334950
"1912",46,"Mujeres",2008,331153
"1913",47,"Hombres",2008,336585
"1914",47,"Mujeres",2008,333622
"1915",48,"Hombres",2008,326304
"1916",48,"Mujeres",2008,325059
"1917",49,"Hombres",2008,318421
"1918",49,"Mujeres",2008,318457
"1919",50,"Hombres",2008,309528
"1920",50,"Mujeres",2008,311101
"1921",51,"Hombres",2008,288373
"1922",51,"Mujeres",2008,290780
"1923",52,"Hombres",2008,279042
"1924",52,"Mujeres",2008,282373
"1925",53,"Hombres",2008,264474
"1926",53,"Mujeres",2008,270694
"1927",54,"Hombres",2008,265277
"1928",54,"Mujeres",2008,269870
"1929",55,"Hombres",2008,264097
"1930",55,"Mujeres",2008,268405
"1931",56,"Hombres",2008,245354
"1932",56,"Mujeres",2008,252155
"1933",57,"Hombres",2008,239477
"1934",57,"Mujeres",2008,247019
"1935",58,"Hombres",2008,246624
"1936",58,"Mujeres",2008,258520
"1937",59,"Hombres",2008,258042
"1938",59,"Mujeres",2008,270489
"1939",60,"Hombres",2008,235365
"1940",60,"Mujeres",2008,247795
"1941",61,"Hombres",2008,223350
"1942",61,"Mujeres",2008,238506
"1943",62,"Hombres",2008,233162
"1944",62,"Mujeres",2008,250055
"1945",63,"Hombres",2008,220936
"1946",63,"Mujeres",2008,238503
"1947",64,"Hombres",2008,217455
"1948",64,"Mujeres",2008,234967
"1949",65,"Hombres",2008,187559
"1950",65,"Mujeres",2008,203375
"1951",66,"Hombres",2008,172389
"1952",66,"Mujeres",2008,187742
"1953",67,"Hombres",2008,209435
"1954",67,"Mujeres",2008,232208
"1955",68,"Hombres",2008,137098
"1956",68,"Mujeres",2008,157603
"1957",69,"Hombres",2008,155131
"1958",69,"Mujeres",2008,178307
"1959",70,"Hombres",2008,171485
"1960",70,"Mujeres",2008,199615
"1961",71,"Hombres",2008,183253
"1962",71,"Mujeres",2008,221196
"1963",72,"Hombres",2008,176514
"1964",72,"Mujeres",2008,211961
"1965",73,"Hombres",2008,171276
"1966",73,"Mujeres",2008,210245
"1967",74,"Hombres",2008,171663
"1968",74,"Mujeres",2008,214535
"1969",75,"Hombres",2008,164687
"1970",75,"Mujeres",2008,210360
"1971",76,"Hombres",2008,151907
"1972",76,"Mujeres",2008,197125
"1973",77,"Hombres",2008,145434
"1974",77,"Mujeres",2008,197755
"1975",78,"Hombres",2008,131665
"1976",78,"Mujeres",2008,182924
"1977",79,"Hombres",2008,123081
"1978",79,"Mujeres",2008,177908
"1979",80,"Hombres",2008,108978
"1980",80,"Mujeres",2008,161745
"1981",81,"Hombres",2008,101385
"1982",81,"Mujeres",2008,156746
"1983",82,"Hombres",2008,88539
"1984",82,"Mujeres",2008,143932
"1985",83,"Hombres",2008,79514
"1986",83,"Mujeres",2008,134521
"1987",84,"Hombres",2008,70439
"1988",84,"Mujeres",2008,121924
"1989",85,"Hombres",2008,60677
"1990",85,"Mujeres",2008,113965
"1991",86,"Hombres",2008,51157
"1992",86,"Mujeres",2008,95266
"1993",87,"Hombres",2008,39392
"1994",87,"Mujeres",2008,83916
"1995",88,"Hombres",2008,28839
"1996",88,"Mujeres",2008,64822
"1997",89,"Hombres",2008,23421
"1998",89,"Mujeres",2008,57346
"1999",90,"Hombres",2008,18613
"2000",90,"Mujeres",2008,47024
"2001",91,"Hombres",2008,14845
"2002",91,"Mujeres",2008,38624
"2003",92,"Hombres",2008,11817
"2004",92,"Mujeres",2008,31917
"2005",93,"Hombres",2008,8946
"2006",93,"Mujeres",2008,26060
"2007",94,"Hombres",2008,6653
"2008",94,"Mujeres",2008,19967
"2009",95,"Hombres",2008,4852
"2010",95,"Mujeres",2008,15246
"2011",96,"Hombres",2008,3178
"2012",96,"Mujeres",2008,10408
"2013",97,"Hombres",2008,2230
"2014",97,"Mujeres",2008,7407
"2015",98,"Hombres",2008,1433
"2016",98,"Mujeres",2008,4876
"2017",99,"Hombres",2008,836
"2018",99,"Mujeres",2008,3036
"2019",100,"Hombres",2008,1442
"2020",100,"Mujeres",2008,4924
"2021",0,"Hombres",2007,249535
"2022",0,"Mujeres",2007,234149
"2023",1,"Hombres",2007,243405
"2024",1,"Mujeres",2007,230217
"2025",2,"Hombres",2007,241057
"2026",2,"Mujeres",2007,226979
"2027",3,"Hombres",2007,236675
"2028",3,"Mujeres",2007,224683
"2029",4,"Hombres",2007,227352
"2030",4,"Mujeres",2007,214836
"2031",5,"Hombres",2007,224988
"2032",5,"Mujeres",2007,214720
"2033",6,"Hombres",2007,223183
"2034",6,"Mujeres",2007,210193
"2035",7,"Hombres",2007,216093
"2036",7,"Mujeres",2007,205403
"2037",8,"Hombres",2007,210828
"2038",8,"Mujeres",2007,198461
"2039",9,"Hombres",2007,209443
"2040",9,"Mujeres",2007,198859
"2041",10,"Hombres",2007,206758
"2042",10,"Mujeres",2007,196791
"2043",11,"Hombres",2007,207882
"2044",11,"Mujeres",2007,196805
"2045",12,"Hombres",2007,210677
"2046",12,"Mujeres",2007,198796
"2047",13,"Hombres",2007,219113
"2048",13,"Mujeres",2007,206685
"2049",14,"Hombres",2007,226529
"2050",14,"Mujeres",2007,214695
"2051",15,"Hombres",2007,226749
"2052",15,"Mujeres",2007,213091
"2053",16,"Hombres",2007,229895
"2054",16,"Mujeres",2007,216765
"2055",17,"Hombres",2007,236284
"2056",17,"Mujeres",2007,222387
"2057",18,"Hombres",2007,242491
"2058",18,"Mujeres",2007,229073
"2059",19,"Hombres",2007,249696
"2060",19,"Mujeres",2007,236924
"2061",20,"Hombres",2007,259475
"2062",20,"Mujeres",2007,248370
"2063",21,"Hombres",2007,273762
"2064",21,"Mujeres",2007,261909
"2065",22,"Hombres",2007,289034
"2066",22,"Mujeres",2007,276800
"2067",23,"Hombres",2007,303406
"2068",23,"Mujeres",2007,290668
"2069",24,"Hombres",2007,327283
"2070",24,"Mujeres",2007,311807
"2071",25,"Hombres",2007,347537
"2072",25,"Mujeres",2007,328939
"2073",26,"Hombres",2007,369239
"2074",26,"Mujeres",2007,348557
"2075",27,"Hombres",2007,383593
"2076",27,"Mujeres",2007,361294
"2077",28,"Hombres",2007,405408
"2078",28,"Mujeres",2007,377962
"2079",29,"Hombres",2007,413022
"2080",29,"Mujeres",2007,382970
"2081",30,"Hombres",2007,421152
"2082",30,"Mujeres",2007,392277
"2083",31,"Hombres",2007,419613
"2084",31,"Mujeres",2007,388825
"2085",32,"Hombres",2007,415586
"2086",32,"Mujeres",2007,386508
"2087",33,"Hombres",2007,405635
"2088",33,"Mujeres",2007,376944
"2089",34,"Hombres",2007,403261
"2090",34,"Mujeres",2007,375574
"2091",35,"Hombres",2007,395115
"2092",35,"Mujeres",2007,369865
"2093",36,"Hombres",2007,390979
"2094",36,"Mujeres",2007,365635
"2095",37,"Hombres",2007,383880
"2096",37,"Mujeres",2007,363280
"2097",38,"Hombres",2007,380792
"2098",38,"Mujeres",2007,361586
"2099",39,"Hombres",2007,380334
"2100",39,"Mujeres",2007,364803
"2101",40,"Hombres",2007,370967
"2102",40,"Mujeres",2007,356700
"2103",41,"Hombres",2007,366650
"2104",41,"Mujeres",2007,356143
"2105",42,"Hombres",2007,371256
"2106",42,"Mujeres",2007,361750
"2107",43,"Hombres",2007,353269
"2108",43,"Mujeres",2007,344689
"2109",44,"Hombres",2007,340433
"2110",44,"Mujeres",2007,334453
"2111",45,"Hombres",2007,331209
"2112",45,"Mujeres",2007,327951
"2113",46,"Hombres",2007,333179
"2114",46,"Mujeres",2007,330505
"2115",47,"Hombres",2007,323356
"2116",47,"Mujeres",2007,322139
"2117",48,"Hombres",2007,315818
"2118",48,"Mujeres",2007,315777
"2119",49,"Hombres",2007,307344
"2120",49,"Mujeres",2007,308708
"2121",50,"Hombres",2007,286439
"2122",50,"Mujeres",2007,288526
"2123",51,"Hombres",2007,277302
"2124",51,"Mujeres",2007,280358
"2125",52,"Hombres",2007,263200
"2126",52,"Mujeres",2007,268821
"2127",53,"Hombres",2007,264303
"2128",53,"Mujeres",2007,268347
"2129",54,"Hombres",2007,263252
"2130",54,"Mujeres",2007,266959
"2131",55,"Hombres",2007,244750
"2132",55,"Mujeres",2007,250940
"2133",56,"Hombres",2007,239195
"2134",56,"Mujeres",2007,245945
"2135",57,"Hombres",2007,246600
"2136",57,"Mujeres",2007,257524
"2137",58,"Hombres",2007,258186
"2138",58,"Mujeres",2007,269660
"2139",59,"Hombres",2007,235454
"2140",59,"Mujeres",2007,246927
"2141",60,"Hombres",2007,223732
"2142",60,"Mujeres",2007,237739
"2143",61,"Hombres",2007,234066
"2144",61,"Mujeres",2007,249750
"2145",62,"Hombres",2007,221738
"2146",62,"Mujeres",2007,238142
"2147",63,"Hombres",2007,218738
"2148",63,"Mujeres",2007,234844
"2149",64,"Hombres",2007,188487
"2150",64,"Mujeres",2007,203461
"2151",65,"Hombres",2007,173716
"2152",65,"Mujeres",2007,187751
"2153",66,"Hombres",2007,211671
"2154",66,"Mujeres",2007,232906
"2155",67,"Hombres",2007,138813
"2156",67,"Mujeres",2007,158174
"2157",68,"Hombres",2007,157301
"2158",68,"Mujeres",2007,179137
"2159",69,"Hombres",2007,174431
"2160",69,"Mujeres",2007,200881
"2161",70,"Hombres",2007,186987
"2162",70,"Mujeres",2007,223088
"2163",71,"Hombres",2007,180441
"2164",71,"Mujeres",2007,213983
"2165",72,"Hombres",2007,175764
"2166",72,"Mujeres",2007,212402
"2167",73,"Hombres",2007,176770
"2168",73,"Mujeres",2007,217388
"2169",74,"Hombres",2007,170287
"2170",74,"Mujeres",2007,213496
"2171",75,"Hombres",2007,157644
"2172",75,"Mujeres",2007,200681
"2173",76,"Hombres",2007,151572
"2174",76,"Mujeres",2007,201904
"2175",77,"Hombres",2007,137831
"2176",77,"Mujeres",2007,187401
"2177",78,"Hombres",2007,129830
"2178",78,"Mujeres",2007,183026
"2179",79,"Hombres",2007,115496
"2180",79,"Mujeres",2007,167116
"2181",80,"Hombres",2007,108672
"2182",80,"Mujeres",2007,163032
"2183",81,"Hombres",2007,95557
"2184",81,"Mujeres",2007,150371
"2185",82,"Hombres",2007,86747
"2186",82,"Mujeres",2007,141687
"2187",83,"Hombres",2007,77565
"2188",83,"Mujeres",2007,129472
"2189",84,"Hombres",2007,67584
"2190",84,"Mujeres",2007,122299
"2191",85,"Hombres",2007,57735
"2192",85,"Mujeres",2007,103372
"2193",86,"Hombres",2007,44957
"2194",86,"Mujeres",2007,92130
"2195",87,"Hombres",2007,33454
"2196",87,"Mujeres",2007,72172
"2197",88,"Hombres",2007,27621
"2198",88,"Mujeres",2007,64745
"2199",89,"Hombres",2007,22278
"2200",89,"Mujeres",2007,53949
"2201",90,"Hombres",2007,18202
"2202",90,"Mujeres",2007,45269
"2203",91,"Hombres",2007,14736
"2204",91,"Mujeres",2007,38055
"2205",92,"Hombres",2007,11458
"2206",92,"Mujeres",2007,31725
"2207",93,"Hombres",2007,8716
"2208",93,"Mujeres",2007,24704
"2209",94,"Hombres",2007,6463
"2210",94,"Mujeres",2007,19360
"2211",95,"Hombres",2007,4439
"2212",95,"Mujeres",2007,13549
"2213",96,"Hombres",2007,3121
"2214",96,"Mujeres",2007,10063
"2215",97,"Hombres",2007,2075
"2216",97,"Mujeres",2007,6753
"2217",98,"Hombres",2007,1276
"2218",98,"Mujeres",2007,4384
"2219",99,"Hombres",2007,850
"2220",99,"Mujeres",2007,2941
"2221",100,"Hombres",2007,1254
"2222",100,"Mujeres",2007,4481
"2223",0,"Hombres",2006,240395
"2224",0,"Mujeres",2006,226589
"2225",1,"Hombres",2006,237895
"2226",1,"Mujeres",2006,223669
"2227",2,"Hombres",2006,233347
"2228",2,"Mujeres",2006,221295
"2229",3,"Hombres",2006,224345
"2230",3,"Mujeres",2006,211825
"2231",4,"Hombres",2006,222017
"2232",4,"Mujeres",2006,211979
"2233",5,"Hombres",2006,219397
"2234",5,"Mujeres",2006,206910
